accX,accY,accZ,gyroX,gyroY,gyroZ
0.42,-0.40,1.80,125.95,-31.81,-31.57
0.34,-0.41,1.59,169.76,-53.23,-85.29
0.19,-0.38,1.40,201.49,-73.18,-131.16
0.08,-0.32,1.21,215.48,-103.93,-158.49
-0.02,-0.26,1.06,216.02,-107.89,-167.44
-0.09,-0.19,0.92,204.83,-94.09,-171.77
-0.20,-0.11,0.79,191.99,-89.79,-169.56
-0.25,-0.02,0.67,178.49,-88.88,-156.41
-0.27,0.06,0.50,172.97,-65.09,-139.63
-0.29,0.15,0.30,152.47,-65.80,-126.61
-0.24,0.20,0.18,120.84,-34.53,-115.00
-0.28,0.26,0.07,84.36,14.71,-119.35
-0.40,0.24,-0.05,18.68,-0.97,-130.70
-0.55,0.18,0.01,-35.89,2.07,-133.69
-0.71,0.14,0.09,-56.80,-7.97,-130.16
-0.78,0.17,0.02,-65.44,-8.51,-119.42
-0.91,0.10,-0.04,-112.27,12.67,-95.30
-0.94,0.06,0.11,-180.53,-3.27,-55.22
-0.85,-0.00,0.36,-236.63,54.71,0.12
-0.76,-0.06,0.60,-250.00,76.99,38.86
-0.56,-0.09,0.91,-250.00,27.98,57.01
-0.43,-0.08,1.31,-250.00,85.78,76.39
-0.44,-0.17,1.62,-250.00,96.05,66.22
-0.28,-0.16,1.77,-198.85,8.00,44.67
-0.25,-0.19,1.85,-178.25,-36.92,25.36
-0.15,-0.24,2.00,-156.02,-86.20,11.79
-0.12,-0.28,2.00,-120.93,-54.03,19.00
-0.04,-0.32,2.00,-75.70,-45.33,43.38
0.10,-0.36,2.00,-17.75,-34.12,54.12
0.19,-0.35,2.00,42.97,-21.26,45.50
0.16,-0.33,1.95,104.29,-8.32,25.54
0.13,-0.31,1.67,150.23,-19.82,-4.40
0.07,-0.26,1.44,170.81,-32.64,-30.30
0.02,-0.22,1.32,179.47,-67.73,-50.48
-0.01,-0.15,1.22,187.23,-73.66,-67.76
-0.07,-0.10,1.06,200.66,-63.36,-74.18
-0.09,-0.05,0.89,207.17,-53.93,-80.18
-0.15,0.04,0.75,209.14,-61.35,-88.15
-0.18,0.10,0.62,210.41,-50.61,-93.19
-0.28,0.14,0.45,214.52,-13.47,-90.11
-0.35,0.17,0.31,210.21,14.46,-80.42
-0.41,0.25,0.19,184.21,29.26,-66.33
-0.41,0.33,0.12,130.96,-12.57,-52.86
-0.35,0.28,0.12,93.56,4.78,-46.79
-0.30,0.29,-0.00,91.97,58.94,-43.78
-0.29,0.26,-0.22,83.60,103.65,-52.12
-0.37,0.22,-0.45,44.94,98.24,-72.69
-0.46,0.19,-0.56,-46.61,63.24,-81.71
-0.54,0.08,-0.40,-167.85,24.09,-78.24
-0.59,-0.03,-0.03,-250.00,-32.80,-63.03
-0.56,-0.16,0.47,-250.00,-93.24,-38.40
-0.38,-0.19,1.01,-250.00,-109.06,-12.12
-0.24,-0.26,1.43,-250.00,-64.69,-12.20
-0.38,-0.24,1.59,-250.00,-36.22,-38.57
-0.50,-0.24,1.70,-225.85,-24.73,-33.49
-0.49,-0.26,1.82,-204.48,-17.49,2.03
-0.37,-0.31,1.91,-183.83,-22.56,8.32
-0.26,-0.36,2.00,-159.92,-88.36,8.58
-0.07,-0.37,2.00,-133.44,-116.29,23.53
0.17,-0.35,2.00,-75.20,-83.37,48.65
0.36,-0.40,2.00,15.34,-33.15,69.17
0.41,-0.37,2.00,97.35,8.45,43.16
0.35,-0.31,1.69,143.49,15.30,2.55
0.29,-0.28,1.52,163.38,-1.18,-26.30
0.19,-0.26,1.40,179.82,-20.29,-51.67
0.09,-0.20,1.31,200.25,-40.87,-78.22
-0.03,-0.16,1.19,210.62,-44.95,-89.10
-0.10,-0.10,1.06,217.11,-29.05,-84.24
-0.16,-0.04,0.92,224.16,-18.85,-78.46
-0.20,0.03,0.78,225.85,-18.76,-77.29
-0.27,0.11,0.60,217.04,-8.14,-64.29
-0.31,0.18,0.42,193.34,19.68,-39.57
-0.32,0.22,0.30,175.94,34.42,-22.78
-0.33,0.26,0.19,153.61,59.56,-13.28
-0.38,0.29,0.10,129.97,75.46,-18.42
-0.46,0.32,0.00,109.12,90.73,-26.78
-0.58,0.34,-0.09,88.59,80.03,-29.18
-0.71,0.39,-0.26,61.71,69.97,-25.92
-0.86,0.27,-0.35,-2.92,2.77,-16.44
-0.85,0.25,-0.21,-91.96,-37.30,20.75
-0.74,0.20,0.06,-178.35,42.75,75.81
-0.63,0.14,0.34,-223.22,90.34,112.30
-0.47,0.13,0.54,-221.09,71.77,119.17
-0.36,0.09,0.63,-212.52,72.67,107.55
-0.35,-0.01,0.67,-219.10,75.69,87.62
-0.38,-0.07,0.68,-233.93,78.38,69.32
-0.56,-0.21,0.76,-250.00,33.94,60.96
